Date,Open,High,Low,Close,Volume,Ticker
2020-01-02 00:00:00-05:00,71.62708447362316,72.68128119000231,71.37321069958021,72.62083435058594,135480400,AAPL
2020-01-03 00:00:00-05:00,71.84710239518715,72.6764311518872,71.68994210914916,71.91480255126953,146322800,AAPL
2020-01-06 00:00:00-05:00,71.0347019061165,72.52652560345562,70.7832410162985,72.48783874511719,118387200,AAPL
2020-01-07 00:00:00-05:00,72.49752942348555,72.75382346407903,71.92691473047077,72.14694213867188,108872000,AAPL
2020-01-08 00:00:00-05:00,71.84954784350802,73.60975989811726,71.84954784350802,73.30752563476562,132079200,AAPL
2020-01-09 00:00:00-05:00,74.28676381243083,75.05806626477451,74.03531021087177,74.86463928222656,170108400,AAPL
2020-01-10 00:00:00-05:00,75.09916182683553,75.59966347515947,74.53096000715122,75.03387451171875,140644800,AAPL
2020-01-13 00:00:00-05:00,75.35062901064134,76.66353282405201,75.23214816687168,76.63693237304688,121532000,AAPL
2020-01-14 00:00:00-05:00,76.5740713542954,76.78442520845898,75.47877474428456,75.60208129882812,161954400,AAPL
2020-01-15 00:00:00-05:00,75.40139772921896,76.28392021153914,74.84528231468065,75.27808380126953,121923600,AAPL
2020-01-16 00:00:00-05:00,75.82210636141797,76.33228158869747,75.45942527825108,76.22105407714844,108829200,AAPL
2020-01-17 00:00:00-05:00,76.47007064045414,77.06728559726437,76.16300341004458,77.06487274169922,137816400,AAPL
2020-01-21 00:00:00-05:00,76.69254005241989,77.13500771347044,76.4048124784183,76.54263305664062,110843200,AAPL
2020-01-22 00:00:00-05:00,77.0286006875468,77.36952169211204,76.72153344938081,76.81583404541016,101832400,AAPL
2020-01-23 00:00:00-05:00,76.86905772372998,77.26558524479366,76.32019557283769,77.18579864501953,104472000,AAPL
2020-01-24 00:00:00-05:00,77.4324242211359,78.1771262566053,76.77234188289478,76.9633560180664,146537600,AAPL
2020-01-27 00:00:00-05:00,74.96857569534384,75.38202994564323,73.71611915121242,74.7001953125,161940000,AAPL
2020-01-28 00:00:00-05:00,75.58274145549967,76.98510540061056,75.48360773770071,76.81343841552734,162234000,AAPL
2020-01-29 00:00:00-05:00,78.44791850299463,79.2699941203994,77.70562947444549,78.42131805419922,216229200,AAPL
2020-01-30 00:00:00-05:00,77.50252948730524,78.36087174184341,77.06972800749904,78.30767822265625,126743200,AAPL
2020-01-31 00:00:00-05:00,77.59680909150437,78.01993693561123,74.54062095731271,74.83560180664062,199588400,AAPL
2020-02-03 00:00:00-05:00,73.57589206005755,75.79791852993898,73.07297758859362,74.63008880615234,173788400,AAPL
2020-02-04 00:00:00-05:00,76.2379657074683,77.28490902345662,75.83176474651968,77.0938949584961,136616400,AAPL
2020-02-05 00:00:00-05:00,78.22303598481203,78.52285729785567,77.11807347141229,77.72254180908203,118826800,AAPL
2020-02-06 00:00:00-05:00,77.99336084201738,78.63409595534088,77.43483255655748,78.63167572021484,105425600,AAPL
2020-02-07 00:00:00-05:00,78.12999061671879,78.3796223944295,77.070873196759,77.5628662109375,117684000,AAPL
2020-02-10 00:00:00-05:00,76.14504296724274,77.93124389648438,76.06506702253098,77.93124389648438,109348800,AAPL
2020-02-11 00:00:00-05:00,78.42808578763751,78.500791189116,77.24293596960018,77.4610595703125,94323200,AAPL
2020-02-12 00:00:00-05:00,77.91185812540034,79.30543507665523,77.91185812540034,79.30059051513672,113730400,AAPL
2020-02-13 00:00:00-05:00,78.5710817713545,79.06307473499535,78.36749924118695,78.73588562011719,94747600,AAPL
2020-02-14 00:00:00-05:00,78.70437836069574,79.00491129587996,78.24631951175783,78.75527954101562,80113600,AAPL
2020-02-18 00:00:00-05:00,76.43100382451867,77.49497275516904,76.2492329736465,77.31320190429688,152531200,AAPL
2020-02-19 00:00:00-05:00,77.5555836361956,78.66317609010646,77.5555836361956,78.43292999267578,93984000,AAPL
2020-02-20 00:00:00-05:00,78.19297094403673,78.68253775388968,77.12173151715012,77.62826538085938,100566000,AAPL
2020-02-21 00:00:00-05:00,77.22113922163652,77.66466444490703,75.25316708230885,75.87118530273438,129554000,AAPL
2020-02-24 00:00:00-05:00,72.04428953806494,73.72142482703582,70.09812948275813,72.26725769042969,222195200,AAPL
2020-02-25 00:00:00-05:00,72.93861510277681,73.32154259168735,69.34681990026353,69.81941986083984,230673600,AAPL
2020-02-26 00:00:00-05:00,69.4437526290761,72.19455366055257,69.43648208910632,70.927001953125,198054800,AAPL
2020-02-27 00:00:00-05:00,68.12774407264509,69.31531263503878,66.154920085896,66.29064178466797,320605600,AAPL
2020-02-28 00:00:00-05:00,62.34983736802518,67.47577466773187,62.13413237510461,66.25184631347656,426510000,AAPL
2020-03-02 00:00:00-05:00,68.41370027483313,73.05734046709884,67.30853410090411,72.41992950439453,341397200,AAPL
2020-03-03 00:00:00-05:00,73.59784230488941,73.67781826113942,69.26684065673096,70.11995697021484,319475600,AAPL
2020-03-04 00:00:00-05:00,71.84557120107807,73.53240346907992,71.04335603675204,73.37244415283203,219178400,AAPL
2020-03-05 00:00:00-05:00,71.62258011074542,72.59929546384136,70.62647911575432,70.99244689941406,187572800,AAPL
2020-03-06 00:00:00-05:00,68.34585328692468,70.4834806861114,68.15923783954538,70.04965209960938,226176800,AAPL
2020-03-09 00:00:00-04:00,63.92277516467533,67.39823435621751,63.741004240036446,64.50929260253906,286744800,AAPL
2020-03-10 00:00:00-04:00,67.16796993178485,69.42192557668332,65.28481913919207,69.15532684326172,285290000,AAPL
2020-03-11 00:00:00-04:00,67.22858097514904,68.15682117418298,65.88831635585085,66.75354766845703,255598800,AAPL
2020-03-12 00:00:00-04:00,62.02991834834593,65.43751580172635,60.10557006973383,60.161312103271484,418474000,AAPL
