Date,Price,Close,High,Low,Open,Volume,Ticker
2020-05-26,76.97087860107422,78.79593363516429,76.91498194748448,78.61610319118871,125522000,AAPL
2020-05-27,77.30622100830078,77.4520328550853,76.08627697001077,76.82748410104101,112945200,AAPL
2020-05-28,77.34024810791016,78.60150836399505,76.7035440312258,76.98057986946539,133560800,AAPL
2020-05-29,77.2649154663086,78.04499886732665,76.90767976403508,77.5832675133885,153532400,AAPL
2020-06-01,78.21510314941406,78.33661177403135,77.08749955314255,77.21873094429264,80791200,AAPL
2020-06-02,78.57721710205078,78.60152031661278,77.50550986167497,77.94780315128399,87642800,AAPL
2020-06-03,79.00978088378906,79.27224371259338,78.32447033961016,78.89799500589793,104491200,AAPL
2020-06-04,78.3293228149414,79.13127678381436,77.95507416852828,78.83237030887165,87560400,AAPL
2020-06-05,80.56021118164062,80.62096548871577,78.55046137346189,78.5796222542504,137250400,AAPL
2020-06-08,81.03653717041016,81.07056314819836,79.54441498185327,80.25645380649277,95654400,AAPL
2020-06-09,83.59550476074219,83.98919153470604,80.68416273702039,80.71575616737768,147712400,AAPL
2020-06-10,85.74623107910156,86.21525273105746,84.10586415417485,84.54572491407342,166651600,AAPL
2020-06-11,81.62950134277344,85.31364412865861,81.52743824020874,84.88836389660872,201662400,AAPL
2020-06-12,82.33424377441406,84.52139908925585,81.22122799958797,83.77290920023673,200146000,AAPL
2020-06-15,83.35249328613281,84.00621035316378,80.82268254803616,80.98550738644816,138808800,AAPL
2020-06-16,85.56151580810547,85.83370137590062,83.77291228895632,85.41084628969108,165428800,AAPL
2020-06-17,85.44245147705078,86.3683467952298,85.32094282724987,86.30759247032934,114406400,AAPL
2020-06-18,85.47644805908203,85.89443796728098,84.86647247366753,85.39868077004574,96820400,AAPL
2020-06-19,84.98800659179688,86.65024395832843,83.8774158013372,86.18365491665244,264476000,AAPL
2020-06-22,87.21160125732422,87.35498054805204,85.33550774901583,85.3816816208449,135445200,AAPL
2020-06-23,89.07312774658203,90.4947803881452,88.03787170937105,88.45829429442931,212155600,AAPL
2020-06-24,87.50081634521484,89.62236023563854,87.12656759285979,88.70132250891346,192623200,AAPL
2020-06-25,88.66240692138672,88.70129056885204,86.89567429690982,87.65631942729962,137522400,AAPL
2020-06-26,85.93819427490234,88.77906661891221,85.78994989080277,88.55792002381165,205256800,AAPL
2020-06-29,87.91879272460938,88.01357302520984,85.3671112421525,85.84585558837018,130646000,AAPL
2020-06-30,88.65269470214844,88.9394607092836,87.48621480460635,87.50565292250278,140223200,AAPL
2020-07-01,88.48500061035156,89.2748066128043,88.43640161382518,88.73045038740587,110737200,AAPL
2020-07-02,88.48500061035156,90.0305940593183,88.37078963118077,89.39389009933322,114041600,AAPL
2020-07-06,90.85199737548828,91.3210188724847,89.88478608277487,89.91637951083226,118655600,AAPL
2020-07-07,90.57011413574219,92.01120488127154,90.45832825923631,91.23112145924068,112424400,AAPL
